date,total_night_hours,hot_night_hours_35,NHRI_35,hot_night_hours_40,NHRI_40,max_daytime_FeelsLikeC,mean_nighttime_FeelsLikeC,nhri_category_35,nhri_category_40
2009-02-27,9,0,0.0,0,0.0,25,16.22,Full nighttime recovery,Full nighttime recovery
2009-02-28,9,0,0.0,0,0.0,21,15.0,Full nighttime recovery,Full nighttime recovery
2009-03-01,9,0,0.0,0,0.0,20,12.22,Full nighttime recovery,Full nighttime recovery
2009-03-02,9,0,0.0,0,0.0,19,10.56,Full nighttime recovery,Full nighttime recovery
2009-03-03,9,0,0.0,0,0.0,21,11.67,Full nighttime recovery,Full nighttime recovery
2009-03-04,9,0,0.0,0,0.0,23,12.11,Full nighttime recovery,Full nighttime recovery
2009-03-05,9,0,0.0,0,0.0,23,13.0,Full nighttime recovery,Full nighttime recovery
2009-03-06,9,0,0.0,0,0.0,24,14.11,Full nighttime recovery,Full nighttime recovery
2009-03-07,9,0,0.0,0,0.0,27,16.56,Full nighttime recovery,Full nighttime recovery
2009-03-08,9,0,0.0,0,0.0,31,21.44,Full nighttime recovery,Full nighttime recovery
2009-03-09,9,0,0.0,0,0.0,32,21.67,Full nighttime recovery,Full nighttime recovery
2009-03-10,9,0,0.0,0,0.0,24,15.89,Full nighttime recovery,Full nighttime recovery
2009-03-11,9,0,0.0,0,0.0,24,16.11,Full nighttime recovery,Full nighttime recovery
2009-03-12,9,0,0.0,0,0.0,26,16.89,Full nighttime recovery,Full nighttime recovery
2009-03-13,9,0,0.0,0,0.0,28,19.78,Full nighttime recovery,Full nighttime recovery
2009-03-14,9,0,0.0,0,0.0,25,21.89,Full nighttime recovery,Full nighttime recovery
2009-03-15,9,0,0.0,0,0.0,23,15.67,Full nighttime recovery,Full nighttime recovery
2009-03-16,9,0,0.0,0,0.0,21,13.33,Full nighttime recovery,Full nighttime recovery
2009-03-17,9,0,0.0,0,0.0,21,11.44,Full nighttime recovery,Full nighttime recovery
2009-03-18,9,0,0.0,0,0.0,24,13.11,Full nighttime recovery,Full nighttime recovery
2009-03-19,9,0,0.0,0,0.0,25,15.78,Full nighttime recovery,Full nighttime recovery
2009-03-20,9,0,0.0,0,0.0,23,15.89,Full nighttime recovery,Full nighttime recovery
2009-03-21,9,0,0.0,0,0.0,25,16.89,Full nighttime recovery,Full nighttime recovery
2009-03-22,9,0,0.0,0,0.0,23,15.67,Full nighttime recovery,Full nighttime recovery
2009-03-23,9,0,0.0,0,0.0,25,17.11,Full nighttime recovery,Full nighttime recovery
2009-03-24,9,0,0.0,0,0.0,25,18.78,Full nighttime recovery,Full nighttime recovery
2009-03-25,9,0,0.0,0,0.0,23,14.78,Full nighttime recovery,Full nighttime recovery
2009-03-26,9,0,0.0,0,0.0,23,13.89,Full nighttime recovery,Full nighttime recovery
2009-03-27,9,0,0.0,0,0.0,25,16.11,Full nighttime recovery,Full nighttime recovery
2009-03-28,9,0,0.0,0,0.0,24,17.78,Full nighttime recovery,Full nighttime recovery
2009-03-29,9,0,0.0,0,0.0,24,16.56,Full nighttime recovery,Full nighttime recovery
2009-03-30,9,0,0.0,0,0.0,24,16.22,Full nighttime recovery,Full nighttime recovery
2009-03-31,9,0,0.0,0,0.0,24,15.56,Full nighttime recovery,Full nighttime recovery
2009-04-01,9,0,0.0,0,0.0,26,15.78,Full nighttime recovery,Full nighttime recovery
2009-04-02,9,0,0.0,0,0.0,25,17.89,Full nighttime recovery,Full nighttime recovery
2009-04-03,9,0,0.0,0,0.0,26,18.33,Full nighttime recovery,Full nighttime recovery
2009-04-04,9,0,0.0,0,0.0,26,19.0,Full nighttime recovery,Full nighttime recovery
2009-04-05,9,0,0.0,0,0.0,28,20.11,Full nighttime recovery,Full nighttime recovery
2009-04-06,9,0,0.0,0,0.0,29,20.11,Full nighttime recovery,Full nighttime recovery
2009-04-07,9,0,0.0,0,0.0,30,21.78,Full nighttime recovery,Full nighttime recovery
2009-04-08,9,0,0.0,0,0.0,27,20.78,Full nighttime recovery,Full nighttime recovery
2009-04-09,9,0,0.0,0,0.0,26,19.56,Full nighttime recovery,Full nighttime recovery
2009-04-10,9,0,0.0,0,0.0,27,20.11,Full nighttime recovery,Full nighttime recovery
2009-04-11,9,0,0.0,0,0.0,29,20.33,Full nighttime recovery,Full nighttime recovery
2009-04-12,9,0,0.0,0,0.0,27,20.56,Full nighttime recovery,Full nighttime recovery
2009-04-13,9,0,0.0,0,0.0,26,19.44,Full nighttime recovery,Full nighttime recovery
2009-04-14,9,0,0.0,0,0.0,27,18.89,Full nighttime recovery,Full nighttime recovery
2009-04-15,9,0,0.0,0,0.0,30,21.11,Full nighttime recovery,Full nighttime recovery
2009-04-16,9,0,0.0,0,0.0,26,20.33,Full nighttime recovery,Full nighttime recovery
2009-04-17,9,0,0.0,0,0.0,25,19.22,Full nighttime recovery,Full nighttime recovery
2009-04-18,9,0,0.0,0,0.0,27,19.0,Full nighttime recovery,Full nighttime recovery
2009-04-19,9,0,0.0,0,0.0,25,17.67,Full nighttime recovery,Full nighttime recovery
2009-04-20,9,0,0.0,0,0.0,27,18.56,Full nighttime recovery,Full nighttime recovery
2009-04-21,9,0,0.0,0,0.0,29,19.78,Full nighttime recovery,Full nighttime recovery
2009-04-22,9,0,0.0,0,0.0,33,21.44,Full nighttime recovery,Full nighttime recovery
2009-04-23,9,0,0.0,0,0.0,37,24.89,Full nighttime recovery,Full nighttime recovery
2009-04-24,9,0,0.0,0,0.0,24,24.89,Full nighttime recovery,Full nighttime recovery
2009-04-25,9,0,0.0,0,0.0,26,22.0,Full nighttime recovery,Full nighttime recovery
2009-04-26,9,0,0.0,0,0.0,28,21.44,Full nighttime recovery,Full nighttime recovery
2009-04-27,9,0,0.0,0,0.0,31,22.56,Full nighttime recovery,Full nighttime recovery
2009-04-28,9,0,0.0,0,0.0,34,23.67,Full nighttime recovery,Full nighttime recovery
2009-04-29,9,0,0.0,0,0.0,32,25.44,Full nighttime recovery,Full nighttime recovery
2009-04-30,9,0,0.0,0,0.0,35,24.78,Full nighttime recovery,Full nighttime recovery
2009-05-01,9,0,0.0,0,0.0,34,24.0,Full nighttime recovery,Full nighttime recovery
2009-05-02,9,0,0.0,0,0.0,30,22.67,Full nighttime recovery,Full nighttime recovery
2009-05-03,9,0,0.0,0,0.0,33,23.44,Full nighttime recovery,Full nighttime recovery
2009-05-04,9,0,0.0,0,0.0,32,24.89,Full nighttime recovery,Full nighttime recovery
2009-05-05,9,0,0.0,0,0.0,35,26.33,Full nighttime recovery,Full nighttime recovery
2009-05-06,9,0,0.0,0,0.0,32,24.44,Full nighttime recovery,Full nighttime recovery
2009-05-07,9,0,0.0,0,0.0,34,23.44,Full nighttime recovery,Full nighttime recovery
2009-05-08,9,0,0.0,0,0.0,33,23.89,Full nighttime recovery,Full nighttime recovery
2009-05-09,9,0,0.0,0,0.0,26,23.78,Full nighttime recovery,Full nighttime recovery
2009-05-10,9,0,0.0,0,0.0,27,22.11,Full nighttime recovery,Full nighttime recovery
2009-05-11,9,0,0.0,0,0.0,32,22.22,Full nighttime recovery,Full nighttime recovery
2009-05-12,9,0,0.0,0,0.0,35,25.33,Full nighttime recovery,Full nighttime recovery
2009-05-13,9,0,0.0,0,0.0,37,26.33,Full nighttime recovery,Full nighttime recovery
2009-05-14,9,0,0.0,0,0.0,38,26.56,Full nighttime recovery,Full nighttime recovery
2009-05-15,9,0,0.0,0,0.0,38,25.89,Full nighttime recovery,Full nighttime recovery
2009-05-16,9,0,0.0,0,0.0,39,27.44,Full nighttime recovery,Full nighttime recovery
2009-05-17,9,0,0.0,0,0.0,39,27.11,Full nighttime recovery,Full nighttime recovery
2009-05-18,9,0,0.0,0,0.0,41,27.78,Full nighttime recovery,Full nighttime recovery
2009-05-19,9,0,0.0,0,0.0,44,28.89,Full nighttime recovery,Full nighttime recovery
2009-05-20,9,1,0.1111,0,0.0,46,29.44,Low nighttime heat persistence,Full nighttime recovery
2009-05-21,9,1,0.1111,0,0.0,46,29.56,Low nighttime heat persistence,Full nighttime recovery
2009-05-22,9,1,0.1111,0,0.0,47,29.67,Low nighttime heat persistence,Full nighttime recovery
2009-05-23,9,1,0.1111,0,0.0,46,29.67,Low nighttime heat persistence,Full nighttime recovery
2009-05-24,9,0,0.0,0,0.0,42,29.22,Full nighttime recovery,Full nighttime recovery
2009-05-25,9,0,0.0,0,0.0,39,27.89,Full nighttime recovery,Full nighttime recovery
2009-05-26,9,0,0.0,0,0.0,40,27.67,Full nighttime recovery,Full nighttime recovery
2009-05-27,9,1,0.1111,0,0.0,44,28.89,Low nighttime heat persistence,Full nighttime recovery
2009-05-28,9,1,0.1111,0,0.0,46,29.56,Low nighttime heat persistence,Full nighttime recovery
2009-05-29,9,0,0.0,0,0.0,42,28.44,Full nighttime recovery,Full nighttime recovery
2009-05-30,9,0,0.0,0,0.0,41,27.11,Full nighttime recovery,Full nighttime recovery
2009-05-31,9,0,0.0,0,0.0,41,26.78,Full nighttime recovery,Full nighttime recovery
2009-06-01,9,0,0.0,0,0.0,41,27.33,Full nighttime recovery,Full nighttime recovery
2009-06-02,9,0,0.0,0,0.0,41,28.22,Full nighttime recovery,Full nighttime recovery
2009-06-03,9,0,0.0,0,0.0,43,28.67,Full nighttime recovery,Full nighttime recovery
2009-06-04,9,1,0.1111,0,0.0,47,29.67,Low nighttime heat persistence,Full nighttime recovery
2009-06-05,9,1,0.1111,0,0.0,47,30.11,Low nighttime heat persistence,Full nighttime recovery
2009-06-06,9,0,0.0,0,0.0,37,28.22,Full nighttime recovery,Full nighttime recovery
2009-06-07,9,0,0.0,0,0.0,41,26.78,Full nighttime recovery,Full nighttime recovery
2009-06-08,9,0,0.0,0,0.0,44,28.56,Full nighttime recovery,Full nighttime recovery
2009-06-09,9,1,0.1111,0,0.0,49,30.56,Low nighttime heat persistence,Full nighttime recovery
2009-06-10,9,1,0.1111,0,0.0,47,30.89,Low nighttime heat persistence,Full nighttime recovery
2009-06-11,9,2,0.2222,0,0.0,51,31.11,Low nighttime heat persistence,Full nighttime recovery
2009-06-12,9,3,0.3333,1,0.1111,51,32.22,Moderate nighttime heat persistence,Low nighttime heat persistence
2009-06-13,9,2,0.2222,0,0.0,51,32.56,Low nighttime heat persistence,Full nighttime recovery
2009-06-14,9,1,0.1111,0,0.0,45,31.11,Low nighttime heat persistence,Full nighttime recovery
2009-06-15,9,1,0.1111,0,0.0,46,30.11,Low nighttime heat persistence,Full nighttime recovery
2009-06-16,9,2,0.2222,0,0.0,51,31.44,Low nighttime heat persistence,Full nighttime recovery
2009-06-17,9,1,0.1111,0,0.0,48,31.33,Low nighttime heat persistence,Full nighttime recovery
2009-06-18,9,0,0.0,0,0.0,41,29.89,Full nighttime recovery,Full nighttime recovery
2009-06-19,9,1,0.1111,0,0.0,43,30.0,Low nighttime heat persistence,Full nighttime recovery
2009-06-20,9,1,0.1111,0,0.0,45,30.78,Low nighttime heat persistence,Full nighttime recovery
2009-06-21,9,1,0.1111,0,0.0,46,30.78,Low nighttime heat persistence,Full nighttime recovery
2009-06-22,9,2,0.2222,0,0.0,46,31.44,Low nighttime heat persistence,Full nighttime recovery
2009-06-23,9,1,0.1111,0,0.0,46,31.44,Low nighttime heat persistence,Full nighttime recovery
2009-06-24,9,2,0.2222,0,0.0,48,32.11,Low nighttime heat persistence,Full nighttime recovery
2009-06-25,9,3,0.3333,1,0.1111,50,32.89,Moderate nighttime heat persistence,Low nighttime heat persistence
2009-06-26,9,4,0.4444,1,0.1111,52,33.44,Moderate nighttime heat persistence,Low nighttime heat persistence
2009-06-27,9,4,0.4444,2,0.2222,56,34.67,Moderate nighttime heat persistence,Low nighttime heat persistence
2009-06-28,9,3,0.3333,0,0.0,47,33.56,Moderate nighttime heat persistence,Full nighttime recovery
2009-06-29,9,1,0.1111,0,0.0,44,30.89,Low nighttime heat persistence,Full nighttime recovery
2009-06-30,9,2,0.2222,0,0.0,47,31.56,Low nighttime heat persistence,Full nighttime recovery
2009-07-01,9,1,0.1111,0,0.0,49,31.33,Low nighttime heat persistence,Full nighttime recovery
2009-07-02,9,3,0.3333,0,0.0,49,32.67,Moderate nighttime heat persistence,Full nighttime recovery
2009-07-03,9,2,0.2222,0,0.0,47,33.33,Low nighttime heat persistence,Full nighttime recovery
2009-07-04,9,2,0.2222,0,0.0,44,32.0,Low nighttime heat persistence,Full nighttime recovery
2009-07-05,9,1,0.1111,0,0.0,43,31.67,Low nighttime heat persistence,Full nighttime recovery
2009-07-06,9,1,0.1111,0,0.0,41,30.67,Low nighttime heat persistence,Full nighttime recovery
2009-07-07,9,2,0.2222,0,0.0,44,32.0,Low nighttime heat persistence,Full nighttime recovery
2009-07-08,9,2,0.2222,0,0.0,45,32.33,Low nighttime heat persistence,Full nighttime recovery
2009-07-09,9,2,0.2222,0,0.0,47,32.56,Low nighttime heat persistence,Full nighttime recovery
2009-07-10,9,4,0.4444,1,0.1111,51,33.44,Moderate nighttime heat persistence,Low nighttime heat persistence
2009-07-11,9,4,0.4444,1,0.1111,51,34.89,Moderate nighttime heat persistence,Low nighttime heat persistence
2009-07-12,9,5,0.5556,1,0.1111,51,35.22,High nighttime heat persistence,Low nighttime heat persistence
2009-07-13,9,2,0.2222,0,0.0,47,33.44,Low nighttime heat persistence,Full nighttime recovery
2009-07-14,9,1,0.1111,0,0.0,43,31.56,Low nighttime heat persistence,Full nighttime recovery
2009-07-15,9,0,0.0,0,0.0,40,29.67,Full nighttime recovery,Full nighttime recovery
2009-07-16,9,1,0.1111,0,0.0,41,30.56,Low nighttime heat persistence,Full nighttime recovery
2009-07-17,9,1,0.1111,0,0.0,44,30.89,Low nighttime heat persistence,Full nighttime recovery
2009-07-18,9,1,0.1111,0,0.0,45,31.33,Low nighttime heat persistence,Full nighttime recovery
2009-07-19,9,2,0.2222,0,0.0,45,32.44,Low nighttime heat persistence,Full nighttime recovery
2009-07-20,9,1,0.1111,0,0.0,46,31.78,Low nighttime heat persistence,Full nighttime recovery
2009-07-21,9,4,0.4444,1,0.1111,48,33.44,Moderate nighttime heat persistence,Low nighttime heat persistence
2009-07-22,9,3,0.3333,0,0.0,49,33.56,Moderate nighttime heat persistence,Full nighttime recovery
2009-07-23,9,3,0.3333,0,0.0,48,33.78,Moderate nighttime heat persistence,Full nighttime recovery
2009-07-24,9,3,0.3333,0,0.0,48,33.56,Moderate nighttime heat persistence,Full nighttime recovery
2009-07-25,9,2,0.2222,0,0.0,47,32.89,Low nighttime heat persistence,Full nighttime recovery
2009-07-26,9,2,0.2222,0,0.0,45,32.67,Low nighttime heat persistence,Full nighttime recovery
2009-07-27,9,2,0.2222,0,0.0,48,32.78,Low nighttime heat persistence,Full nighttime recovery
2009-07-28,9,4,0.4444,1,0.1111,48,34.11,Moderate nighttime heat persistence,Low nighttime heat persistence
2009-07-29,9,1,0.1111,0,0.0,47,32.33,Low nighttime heat persistence,Full nighttime recovery
2009-07-30,9,1,0.1111,0,0.0,47,30.11,Low nighttime heat persistence,Full nighttime recovery
2009-07-31,9,1,0.1111,0,0.0,46,30.67,Low nighttime heat persistence,Full nighttime recovery
2009-08-01,9,1,0.1111,0,0.0,45,30.67,Low nighttime heat persistence,Full nighttime recovery
2009-08-02,9,1,0.1111,0,0.0,45,30.67,Low nighttime heat persistence,Full nighttime recovery
2009-08-03,9,1,0.1111,0,0.0,46,31.11,Low nighttime heat persistence,Full nighttime recovery
2009-08-04,9,2,0.2222,0,0.0,48,32.44,Low nighttime heat persistence,Full nighttime recovery
2009-08-05,9,2,0.2222,0,0.0,49,33.0,Low nighttime heat persistence,Full nighttime recovery
2009-08-06,9,3,0.3333,0,0.0,49,33.33,Moderate nighttime heat persistence,Full nighttime recovery
2009-08-07,9,4,0.4444,1,0.1111,49,33.89,Moderate nighttime heat persistence,Low nighttime heat persistence
2009-08-08,9,2,0.2222,0,0.0,49,33.0,Low nighttime heat persistence,Full nighttime recovery
2009-08-09,9,2,0.2222,0,0.0,50,32.44,Low nighttime heat persistence,Full nighttime recovery
2009-08-10,9,1,0.1111,0,0.0,44,31.33,Low nighttime heat persistence,Full nighttime recovery
2009-08-11,9,0,0.0,0,0.0,42,30.67,Full nighttime recovery,Full nighttime recovery
2009-08-12,9,1,0.1111,0,0.0,43,30.44,Low nighttime heat persistence,Full nighttime recovery
2009-08-13,9,1,0.1111,0,0.0,44,30.22,Low nighttime heat persistence,Full nighttime recovery
2009-08-14,9,2,0.2222,0,0.0,47,31.22,Low nighttime heat persistence,Full nighttime recovery
2009-08-15,9,1,0.1111,0,0.0,46,31.11,Low nighttime heat persistence,Full nighttime recovery
2009-08-16,9,2,0.2222,0,0.0,48,31.11,Low nighttime heat persistence,Full nighttime recovery
2009-08-17,9,2,0.2222,0,0.0,51,31.33,Low nighttime heat persistence,Full nighttime recovery
2009-08-18,9,3,0.3333,1,0.1111,51,32.56,Moderate nighttime heat persistence,Low nighttime heat persistence
2009-08-19,9,4,0.4444,2,0.2222,57,34.78,Moderate nighttime heat persistence,Low nighttime heat persistence
2009-08-20,9,4,0.4444,1,0.1111,57,34.67,Moderate nighttime heat persistence,Low nighttime heat persistence
2009-08-21,9,4,0.4444,1,0.1111,54,34.33,Moderate nighttime heat persistence,Low nighttime heat persistence
2009-08-22,9,4,0.4444,1,0.1111,54,34.56,Moderate nighttime heat persistence,Low nighttime heat persistence
2009-08-23,9,3,0.3333,1,0.1111,54,34.22,Moderate nighttime heat persistence,Low nighttime heat persistence
2009-08-24,9,1,0.1111,0,0.0,47,32.0,Low nighttime heat persistence,Full nighttime recovery
2009-08-25,9,3,0.3333,0,0.0,48,32.11,Moderate nighttime heat persistence,Full nighttime recovery
2009-08-26,9,1,0.1111,0,0.0,48,31.56,Low nighttime heat persistence,Full nighttime recovery
2009-08-27,9,0,0.0,0,0.0,45,30.89,Full nighttime recovery,Full nighttime recovery
2009-08-28,9,2,0.2222,0,0.0,48,31.11,Low nighttime heat persistence,Full nighttime recovery
2009-08-29,9,2,0.2222,0,0.0,49,31.89,Low nighttime heat persistence,Full nighttime recovery
2009-08-30,9,0,0.0,0,0.0,45,30.44,Full nighttime recovery,Full nighttime recovery
2009-08-31,9,0,0.0,0,0.0,42,29.67,Full nighttime recovery,Full nighttime recovery
2009-09-01,9,0,0.0,0,0.0,45,30.11,Full nighttime recovery,Full nighttime recovery
2009-09-02,9,0,0.0,0,0.0,44,29.89,Full nighttime recovery,Full nighttime recovery
2009-09-03,9,0,0.0,0,0.0,44,29.67,Full nighttime recovery,Full nighttime recovery
2009-09-04,9,0,0.0,0,0.0,46,29.67,Full nighttime recovery,Full nighttime recovery
2009-09-05,9,1,0.1111,0,0.0,47,30.44,Low nighttime heat persistence,Full nighttime recovery
2009-09-06,9,1,0.1111,0,0.0,46,30.89,Low nighttime heat persistence,Full nighttime recovery
2009-09-07,9,0,0.0,0,0.0,46,29.67,Full nighttime recovery,Full nighttime recovery
2009-09-08,9,0,0.0,0,0.0,44,29.44,Full nighttime recovery,Full nighttime recovery
2009-09-09,9,0,0.0,0,0.0,43,29.89,Full nighttime recovery,Full nighttime recovery
2009-09-10,9,0,0.0,0,0.0,40,28.56,Full nighttime recovery,Full nighttime recovery
2009-09-11,9,0,0.0,0,0.0,39,27.78,Full nighttime recovery,Full nighttime recovery
2009-09-12,9,1,0.1111,0,0.0,45,29.56,Low nighttime heat persistence,Full nighttime recovery
2009-09-13,9,0,0.0,0,0.0,46,30.33,Full nighttime recovery,Full nighttime recovery
2009-09-14,9,0,0.0,0,0.0,41,28.89,Full nighttime recovery,Full nighttime recovery
2009-09-15,9,0,0.0,0,0.0,38,28.22,Full nighttime recovery,Full nighttime recovery
2009-09-16,9,0,0.0,0,0.0,38,27.78,Full nighttime recovery,Full nighttime recovery
2009-09-17,9,0,0.0,0,0.0,40,27.33,Full nighttime recovery,Full nighttime recovery
2009-09-18,9,0,0.0,0,0.0,38,26.56,Full nighttime recovery,Full nighttime recovery
2009-09-19,9,0,0.0,0,0.0,39,26.78,Full nighttime recovery,Full nighttime recovery
2009-09-20,9,0,0.0,0,0.0,39,27.78,Full nighttime recovery,Full nighttime recovery
2009-09-21,9,0,0.0,0,0.0,36,26.89,Full nighttime recovery,Full nighttime recovery
2009-09-22,9,0,0.0,0,0.0,38,26.56,Full nighttime recovery,Full nighttime recovery
2009-09-23,9,0,0.0,0,0.0,36,26.11,Full nighttime recovery,Full nighttime recovery
2009-09-24,9,0,0.0,0,0.0,33,25.22,Full nighttime recovery,Full nighttime recovery
2009-09-25,9,0,0.0,0,0.0,34,24.0,Full nighttime recovery,Full nighttime recovery
2009-09-26,9,0,0.0,0,0.0,36,24.44,Full nighttime recovery,Full nighttime recovery
2009-09-27,9,0,0.0,0,0.0,37,24.89,Full nighttime recovery,Full nighttime recovery
2009-09-28,9,0,0.0,0,0.0,35,24.22,Full nighttime recovery,Full nighttime recovery
2009-09-29,9,0,0.0,0,0.0,30,22.67,Full nighttime recovery,Full nighttime recovery
2009-09-30,9,0,0.0,0,0.0,32,22.22,Full nighttime recovery,Full nighttime recovery
2009-10-01,9,0,0.0,0,0.0,33,23.33,Full nighttime recovery,Full nighttime recovery
2009-10-02,9,0,0.0,0,0.0,34,23.89,Full nighttime recovery,Full nighttime recovery
2009-10-03,9,0,0.0,0,0.0,35,23.56,Full nighttime recovery,Full nighttime recovery
2009-10-04,9,0,0.0,0,0.0,36,24.22,Full nighttime recovery,Full nighttime recovery
2009-10-05,9,0,0.0,0,0.0,36,24.78,Full nighttime recovery,Full nighttime recovery
2009-10-06,9,0,0.0,0,0.0,36,25.11,Full nighttime recovery,Full nighttime recovery
2009-10-07,9,0,0.0,0,0.0,35,25.0,Full nighttime recovery,Full nighttime recovery
2009-10-08,9,0,0.0,0,0.0,38,26.22,Full nighttime recovery,Full nighttime recovery
2009-10-09,9,0,0.0,0,0.0,39,25.89,Full nighttime recovery,Full nighttime recovery
2009-10-10,9,0,0.0,0,0.0,35,25.33,Full nighttime recovery,Full nighttime recovery
2009-10-11,9,0,0.0,0,0.0,35,25.0,Full nighttime recovery,Full nighttime recovery
2009-10-12,9,0,0.0,0,0.0,38,24.67,Full nighttime recovery,Full nighttime recovery
2009-10-13,9,0,0.0,0,0.0,39,25.0,Full nighttime recovery,Full nighttime recovery
2009-10-14,9,0,0.0,0,0.0,39,24.56,Full nighttime recovery,Full nighttime recovery
